,Item,Unit_Retail,Unit_Retail,Unit_Retail,Unit_Retail,Unit_Retail,Total_units,Total_units,Total_units,Total_units,Total_units,Item,Slope,Intercept,R_squared,predicted_min_quantity,predicted_max_quantity,predicted_median_quantity,predicted_average_quantity,min_avg_elasticity,max_avg_elasticity,avg_elasticity
440,2500012081,5.393049645390071,760.42,5.0,5.89,5.19,1.1631205673758864,164.0,1.0,3.0,1.0,141,-0.17455943792241885,2.1045282821628772,0.016179110150809323,1.231731092550783,1.0763731927998303,1.1985647993455233,1.1631205673758862,-0.7575437488494113,-0.8794678686648805,-0.818505808757146
441,2515500013,3.631048387096774,900.5,1.023333333,4.49,3.99,1.8709677419354838,464.0,1.0,11.0,1.0,248,-0.6639155819000414,4.281677344762046,0.09231900332328379,3.6022703995056418,1.3006963820308597,1.6326541729808803,1.8709677419354844,-0.5645865332783281,-1.699956349354905,-1.1322714413166166
442,2515500019,3.6398926619795087,888.1338095230001,1.29,4.49,3.99,1.901639344262295,464.0,1.0,7.0,1.0,244,-0.900357131152918,5.178842659106724,0.17251238787394357,4.01738195991946,1.1362391402301224,1.5864177058065811,1.9016393442622959,-0.7498983000611605,-2.4095127145758934,-1.5797055073185269
443,2515500035,3.7775535227683923,1386.362142856,1.023333333,4.49,3.99,2.106267029972752,773.0,1.0,11.0,2.0,367,-0.6702381093901827,4.6381273611932645,0.0593818300998501,3.95225036280739,1.628758250031344,1.9638773047264353,2.1062670299727526,-0.5311096958211133,-1.4835855253907015,-1.0073476106059074
444,2515500044,3.5861562998373206,749.506666666,-1.31,4.49,3.99,1.8708133971291867,391.0,1.0,9.0,1.0,209,-0.2729292034415929,2.849580179460837,0.02222301255912846,3.2071174359693235,1.6241280560080849,1.7605926577288813,1.870813397129187,-0.12233910745178352,-0.6306883635506288,-0.3765137355012062
445,2515500046,3.5728873579949236,703.858809525,-1.31,4.49,3.99,2.4263959390862944,478.0,1.0,15.0,1.0,197,0.11586440283390119,2.0124254789594174,0.0009532313272648098,1.8606431112470068,2.5326566476836336,2.4747244462666833,2.4263959390862944,0.06115831680937971,0.18838308578203264,0.12477070129570618
446,2515500053,3.4657225433468213,599.5699999990001,-1.31,4.49,3.79,1.5549132947976878,269.0,1.0,6.0,1.0,173,-0.3393619839598188,2.7310477729621345,0.09652685011117984,3.1756119719494973,1.207312464982548,1.4448658537544212,1.554913294797688,-0.15464884720510708,-0.9774254608207098,-0.5660371540129084
447,2515500054,3.673121370496951,1204.783809523,-1.31,4.49,3.99,2.1371951219512195,701.0,1.0,10.0,2.0,328,-0.510038636593728,4.01062893780277,0.06261170886254036,4.678779551740554,1.7205554594969317,1.9755747777937955,2.13719512195122,-0.17683211273743518,-1.079257771142493,-0.6280449419399642
448,2515500062,11.301111111111112,508.55,9.99,16.99,9.99,1.1111111111111112,50.0,1.0,2.0,1.0,45,-0.01368791552600706,1.26579976535002,0.004790770434102475,1.1290574892452094,1.03324208056316,1.1290574892452094,1.1111111111111112,-0.13009330203867966,-0.18058887898192458,-0.15534109051030212
449,2515500063,11.923333333333334,894.25,9.99,16.99,12.99,1.16,87.0,1.0,3.0,1.0,75,-0.04248927038626609,1.6666137339055793,0.039833690987124463,1.242145922746781,0.9447210300429185,1.114678111587983,1.16,-0.38760407361086285,-0.5836908646003262,-0.48564746910559453
450,2515500065,11.546818181818182,1016.12,9.99,16.99,10.99,1.1704545454545454,103.0,1.0,3.0,1.0,88,-0.02045069688680477,1.4065950240979552,0.007578503724378485,1.2022925621987757,1.0591376839911422,1.1818418653119709,1.1704545454545454,-0.18562574120180678,-0.2617509206583999,-0.22368833093010332
451,2515500066,11.624615384615385,604.48,4.99,16.99,11.49,1.2692307692307692,66.0,1.0,3.0,1.0,52,-0.02535841551338359,1.5640125963371174,0.009193927899402104,1.4374741029253333,1.1331731167647303,1.27264440208834,1.2692307692307692,-0.15565801977609683,-0.3020396823817388,-0.2288488510789178
452,2515500067,11.854864864864865,438.63,9.99,16.99,11.99,1.0810810810810811,40.0,1.0,2.0,1.0,37,0.011304347826086966,0.9470695652173913,0.005763000852514927,1.06,1.1391304347826088,1.082608695652174,1.0810810810810811,0.11533517008221467,0.1468654599343708,0.13110031500829272
453,2515500068,6.373838383838383,631.01,0.49,9.99,5.49,1.2525252525252526,124.0,1.0,4.0,1.0,99,-0.07037860989250891,1.7011071376593137,0.03468718615115647,1.6666216188119842,0.9980248248331496,1.3147285693494397,1.2525252525252526,-0.16548239101107692,-0.5117256485632166,-0.3386040197871467
454,2515500069,6.222758620689655,360.92,4.99,9.99,4.99,1.2586206896551724,73.0,1.0,3.0,1.0,58,-0.08728652751423152,1.8017836812144215,0.06368488336763416,1.366223908918406,0.9297912713472485,1.366223908918406,1.2586206896551726,-0.37286884122097386,-0.6466585938317565,-0.5097637175263652
455,2515500070,6.273333333333334,376.40000000000003,4.99,9.99,5.49,1.2166666666666666,73.0,1.0,3.0,1.0,60,-0.02896081771720611,1.3983475298126062,0.008755596054039047,1.2538330494037477,1.1090289608177173,1.2393526405451447,1.2166666666666666,-0.1320361793336473,-0.20251980808438397,-0.16727799370901564
456,2515500071,6.2538888888888895,450.28000000000003,4.99,7.99,5.49,1.0555555555555556,76.0,1.0,3.0,1.0,72,-0.030268477246812486,1.2448512490929824,0.02124614268285876,1.093811547631388,1.0030061158909507,1.0786773090079818,1.0555555555555556,-0.15834214383126743,-0.20943789672160004,-0.18389002027643375
457,2515500072,6.484623655913979,603.07,2.99,9.99,5.99,1.10752688172043,103.0,1.0,2.0,1.0,93,-0.005837546928235056,1.1453811766237711,0.0009459639299368845,1.1279269113083483,1.087064082810703,1.110414270523643,1.10752688172043,-0.02474153587573264,-0.04382201069389492,-0.034281773284813785
458,2515500073,6.69,160.56,4.99,9.99,6.94,1.0833333333333333,26.0,1.0,2.0,1.0,24,-0.04541154210028383,1.387136549984232,0.05944783693128065,1.1605329549038157,0.9334752444023966,1.0719804478082624,1.0833333333333333,-0.23638075696035282,-0.3755758134880305,-0.3059782852241917
459,2515500076,6.293030303030304,415.34000000000003,2.99,9.99,4.99,1.1818181818181819,78.0,1.0,3.0,1.0,66,-0.06588456123885503,1.5964317221961524,0.05929610511496953,1.3994368840919758,0.9382449554199906,1.2676677616142658,1.1818181818181819,-0.23694224819525617,-0.5060228105053889,-0.37148252935032255
460,2515500077,6.558965517241379,380.42,2.99,9.99,5.99,1.1896551724137931,69.0,1.0,3.0,1.0,58,-0.0016041065126724313,1.200176451716394,3.801200266996259e-05,1.1953801732435034,1.1841514276547964,1.190567853705486,1.1896551724137931,-0.006422360911079123,-0.011183010175905258,-0.00880268554349219
461,2515500078,6.084444444444444,273.8,4.99,7.99,5.49,1.0666666666666667,48.0,1.0,2.0,1.0,45,-0.043568005897530404,1.3317537781054183,0.051088673582223146,1.1143494286767415,0.9836454109841504,1.0925654257279764,1.0666666666666667,-0.2212232463105493,-0.29907421667368783,-0.2601487314921186
462,2515500079,5.885348837209303,253.07000000000002,4.99,9.99,4.99,1.186046511627907,51.0,1.0,3.0,1.0,43,-0.01396258028483662,1.2682211672717119,0.0019074563230651097,1.1985478916503771,1.128734990226194,1.1985478916503771,1.186046511627907,-0.06367872500932771,-0.09575885780656865,-0.07971879140794819
463,2515505704,3.7209328837485547,1287.442777777,-1.21,4.49,3.99,2.184971098265896,756.0,1.0,10.0,2.0,346,-0.6757107664030975,4.6992455088781195,0.06917663045357705,5.516855536225868,1.6653041677282117,2.0031595509297606,2.1849710982658963,-0.22029376455530109,-1.440991972902393,-0.8306428687288471
464,2515505705,3.7273756320291778,1405.220613275,-0.21,4.49,3.99,2.3978779840848805,904.0,1.0,14.0,2.0,377,-1.2709610193789236,7.135227116976845,0.1549255821087477,7.402128931046419,1.4286121399654776,2.064092649654939,2.3978779840848814,-0.45616777187370944,-2.7293848334432242,-1.592776302658467
465,2580000062,2.4038448087442625,733.172666667,1.49,3.29,2.49,2.954098360655738,901.0,1.0,32.0,2.0,305,-3.428762966160529,11.196312417275303,0.24192012549888786,6.087455597696115,-0.08431774139283732,2.658692631535585,2.9540983606557365,-1.4766345406661119,-6.802904753152225,-4.139769646909168
466,2580001937,2.391399317406143,700.68,1.49,3.29,2.49,3.037542662116041,890.0,1.0,14.0,2.0,293,-2.780481788508439,9.686784913215334,0.2455120958119264,5.54386704833776,0.5389998290225702,2.7633852598293203,3.0375426621160413,-1.2576208898206958,-4.416843187081215,-2.837232038450955
467,2580001941,2.322596078431373,592.2620000000001,1.49,3.29,2.49,2.1294117647058823,543.0,1.0,25.0,1.0,255,-3.212621143770936,9.591033034713968,0.25449086371411084,4.8042275304952735,-0.9784905282924115,1.5916063867243366,2.12941176470588,-1.766522060457349,-15.666706167664087,-8.716614114060718
468,2580001965,2.4414847222250002,976.59388889,1.49,3.29,2.49,3.66,1464.0,1.0,35.0,2.0,400,-6.433674930677215,19.36771905101041,0.3784409888540744,9.781543404301361,-1.799071470917628,3.3478684736241426,3.660000000000002,-1.8817701164901413,-19.815113260218173,-10.848441688354157
469,2580002011,2.4194673495521126,858.910909091,1.49,3.29,2.49,3.1183098591549294,1107.0,1.0,30.0,2.0,355,-4.629237537462777,14.318598934367145,0.30871971237616685,7.421035003547607,-0.9115925638853923,2.7917974660848284,3.1183098591549303,-1.7171705871470113,-11.977284371732997,-6.847227479440004
470,2580002013,2.3497096616920152,617.973641025,1.003333333,3.29,2.49,3.0228136882129277,795.0,1.0,28.0,2.0,263,-4.736237717861309,14.151597213941786,0.34365881707731305,9.399572038599684,-1.4306248778219217,2.3583652964671256,3.0228136882129277,-1.2784024784219705,-16.77628020192715,-9.02734134017456
471,2580002020,2.355684205828179,685.5041038960001,1.144285714,3.29,2.49,3.1443298969072164,915.0,1.0,27.0,2.0,291,-4.45971172441793,13.650002368665286,0.33505081985089763,8.546817953855545,-1.0224492046697033,2.5453201748646404,3.144329896907216,-1.3351004611193462,-11.865947099289004,-6.600523780204175
472,2580002025,2.2710752688172042,422.42,1.003333333,3.29,2.245,2.096774193548387,390.0,1.0,11.0,1.0,186,-2.0235610427598285,6.692433632702187,0.2684824622600964,4.6621273871410125,0.03491780202235084,2.149539091706372,2.096774193548387,-0.9803317307720191,-5.278987439656223,-3.1296595852141214
473,2580002028,2.3902352941176472,609.51,0.51,3.29,2.49,1.9176470588235295,489.0,1.0,11.0,1.0,255,-1.6220189362290762,5.794653967925429,0.24437913726961621,4.9674243104486004,0.458211667731768,1.7558268167150288,1.9176470588235297,-0.6832516780542897,-3.8779448905423455,-2.2805982842983177
474,2580002039,2.4143565711775956,883.654505051,1.102,3.29,2.49,3.680327868852459,1347.0,1.0,25.0,2.0,366,-4.39788804434239,14.298397768013894,0.26650174680590644,9.451925143148578,-0.17065389787257068,3.347656537601342,3.6803278688524586,-1.1776001048635238,-7.147992027887328,-4.162796066375426
475,2580002040,2.429793102655914,903.883034188,-0.97,3.29,2.59,3.739247311827957,1391.0,1.0,26.0,2.0,372,-4.472983432144038,14.607671603545718,0.3005390281104784,18.946465532725433,-0.10844388820816775,3.0226445142926597,3.739247311827956,-0.2878300720493226,-7.046522986354553,-3.667176529201938
476,2580002242,2.4001962196630138,876.071620177,1.003333333,3.29,2.49,3.158904109589041,1153.0,1.0,27.0,2.0,365,-4.828901352150124,14.749214880145386,0.2969387458644656,9.904217191764396,-1.1378705684285233,2.7252505132915754,3.1589041095890416,-1.2581455901534435,-13.59571509305688,-7.4269303416051615
477,2580002256,2.2533207547169813,358.278,0.51,2.69,2.44,1.9811320754716981,315.0,1.0,9.0,1.0,159,-2.209068434772967,6.958871828135781,0.32444917463554174,5.8322469264015675,1.0164777385964987,1.5687448472897412,1.981132075471698,-0.7812707732384119,-3.642947054334315,-2.2121089137863637
478,2580002289,2.3042824112312137,398.640857143,1.355714286,3.29,2.44,2.3699421965317917,410.0,1.0,23.0,2.0,173,-2.89473792057558,9.040235872038117,0.2292190574701431,5.115798318887871,-0.4834518866555406,1.9770753458337023,2.369942196531791,-1.415321731608622,-8.584184795130104,-4.999753263369363
479,2580002295,2.3514071563084746,693.665111111,1.25,3.29,2.49,2.5796610169491525,761.0,1.0,25.0,2.0,295,-3.9553286579985754,11.880249128918999,0.3059031805895585,6.93608830642078,-1.1327821558963134,2.0314807705025455,2.579661016949153,-1.4969655515708136,-15.421898817810057,-8.459432184690435
480,2580002296,2.371431395807829,666.372222222,0.88,3.29,2.49,2.5195729537366547,708.0,1.0,20.0,2.0,281,-3.460366839318721,10.725595517509372,0.3518769782562877,7.680472698908899,-0.6590113838492186,2.1092820876057576,2.5195729537366525,-1.1030485318911318,-10.529417452342932,-5.8162329921170315
481,2580002320,2.45315788693643,1003.341575757,0.806,3.29,2.59,3.2224938875305624,1318.0,1.0,28.0,2.0,409,-4.009232751170037,13.057774831627183,0.23252772231607322,9.826333234184133,-0.13260091972223975,2.673862006096787,3.2224938875305646,-1.001371419795668,-7.45192695518455,-4.226649187490109
482,2580002360,2.4018898034405405,888.699227273,0.214,3.29,2.49,3.2135135135135133,1189.0,1.0,32.0,2.0,370,-4.212547467013412,13.331588321042304,0.3213679483993929,12.430103163101434,-0.5276928454318206,2.8423451281789074,3.2135135135135133,-0.7044125532647693,-8.927385308687933,-4.815898930976351
483,2580002376,2.4081376386164384,878.970238095,0.756666667,3.29,2.49,3.021917808219178,1103.0,1.0,24.0,2.0,365,-3.560545505876733,11.596201454927545,0.30449257209530806,8.902055354293969,-0.11799325940690508,2.7304431452944797,3.021917808219177,-0.9450230719042445,-6.986572144011441,-3.9657976079578425
484,2580002398,2.270344501851695,535.801302437,0.51,3.29,2.49,3.1440677966101696,742.0,1.0,23.0,2.0,236,-4.882372530089192,14.22873542628992,0.3839537648367237,11.738725435944431,-1.8342701977035247,2.0716278263678287,3.144067796610173,-0.9121055038466838,-20.726617056203708,-10.819361280025195
485,2580002411,2.3841432606406685,855.90743057,0.298571429,3.29,2.49,3.465181058495822,1244.0,1.0,36.0,2.0,359,-5.451901895033038,16.46329621921293,0.3437473892946285,14.835514079645106,-1.4734610154457677,2.8880605005806625,3.465181058495821,-0.7991990025451403,-15.53173725560505,-8.165468129075094
486,2580002622,2.3115524185928855,584.822761904,-0.23,3.29,2.49,2.343873517786561,593.0,1.0,16.0,1.0,253,-2.491233307437308,8.102489894872422,0.31102568217199983,8.675473555583002,-0.09366768659632108,1.8993189593535247,2.343873517786559,-0.47059346455357526,-6.201554437877035,-3.336073951215305
487,2580002628,2.3973874613410406,829.496061624,0.14,3.29,2.49,2.7716763005780347,959.0,1.0,19.0,2.0,346,-2.967320302781104,9.885492788248154,0.2896307919436579,9.4700679458588,0.12300899209832217,2.496865234323204,2.7716763005780347,-0.6150464491406924,-5.830098465804731,-3.2225724574727117
488,2580002910,2.3588887825636364,778.433298246,-0.23,3.29,2.49,3.0515151515151517,1007.0,1.0,24.0,2.0,330,-3.6526766268515853,11.667773072927737,0.3385190157661724,12.507888697103603,-0.349533029413978,2.5726082720672885,3.051515151515151,-0.49977122342814123,-7.636454680798845,-4.068112952113493
489,2580003010,2.258388173307377,551.046714287,-0.97,3.29,2.49,2.4795081967213113,605.0,1.0,23.0,1.0,244,-2.615317338889543,8.38590994431518,0.259062802305671,10.922767763038038,-0.2184841006314162,1.8737697704802176,2.479508196721315,-0.25141579974835193,-6.417797942814806,-3.334606871281579
490,2580005240,2.3482786119365557,777.280220551,-0.97,3.29,2.49,3.003021148036254,994.0,1.0,25.0,2.0,331,-3.2108661164679755,10.543029375129791,0.307831357233427,13.657569508103727,-0.020720148049848675,2.5479727451245315,3.003021148036254,-0.2656249220365227,-6.070399248887253,-3.168012085461888
491,2770067901,6.916539763554503,1459.3898901100001,4.48989011,7.49,7.49,2.5450236966824646,537.0,1.0,91.0,1.0,211,-3.0607534010887147,23.714846301747237,0.18846316592830847,9.972399877050153,0.789803327592761,0.789803327592761,2.545023696682456,-2.7890938438021773,-13.22253455973561,-8.005814201768894
492,2770067902,6.91122641509434,1465.18,4.49,7.49,7.49,2.1037735849056602,446.0,1.0,34.0,1.0,212,-2.049497415099416,16.26831425780831,0.39856710147098406,7.066070864011932,0.9175786187136854,0.9175786187136854,2.1037735849056567,-2.548220332075235,-9.76889628314113,-6.158558307608183
493,2770067903,6.986336385835164,1907.269833333,4.489833333,7.49,7.49,2.249084249084249,614.0,1.0,60.0,1.0,273,-2.692371863092617,21.058899760407016,0.3061106336960406,8.970598824662472,0.893034505843314,0.893034505843314,2.2490842490842553,-2.7539206093411615,-12.404267249531422,-7.579093929436292
494,2770067905,6.832222222222222,307.45,4.49,7.49,7.49,1.5555555555555556,70.0,1.0,10.0,1.0,45,-0.8060415664127404,7.062610657635491,0.30256380574330216,3.4434840244422866,1.0253593252040654,1.0253593252040654,1.555555555555558,-1.8255870131112404,-4.472951247083985,-3.149269130097613
495,2770067907,6.370888004248408,1000.229416667,1.99,7.49,6.99,4.031847133757962,633.0,1.0,40.0,1.0,157,-2.407676723779925,19.370885891395595,0.3425116270478714,14.579609211073546,1.3373872302839587,2.5412255921739195,4.0318471337579656,-1.0816088254990301,-6.215511403683009,-3.6485601145910196
496,2880013136,3.1503921568627447,160.67,2.79,3.59,3.09,1.392156862745098,71.0,1.0,4.0,1.0,51,-0.2202653486256684,2.0860790894840417,0.005389197053825684,1.4715387668184268,1.295326487917892,1.4054591622307264,1.392156862745098,-0.4569139736418101,-0.552440567841596,-0.5046772707417031
497,2880013140,3.1940845070422537,226.78,2.79,3.59,3.0,1.380281690140845,98.0,1.0,4.0,1.0,71,0.0016455770466328242,1.3750255779910507,4.885749406956411e-07,1.3796167379511564,1.3809331995884626,1.3799623091309492,1.380281690140845,0.0035679835205773168,0.00404305140781738,0.0038055174641973485
498,2880027800,3.195943396226415,338.77,2.99,3.59,3.0,1.2264150943396226,130.0,1.0,3.0,1.0,106,-0.15831747469463803,1.7323887820971935,0.00781494938450415,1.2590195327602258,1.164029047943443,1.2574363580132795,1.2264150943396226,-0.3940328691072007,-0.44942837312452255,-0.4217306211158616
499,2880027801,3.1546341463414636,129.34,2.99,3.59,3.0,1.024390243902439,42.0,1.0,2.0,1.0,41,-0.057761918209123804,1.2066079634431237,0.009747323697789636,1.0338998279978435,0.9992426770723692,1.0333222088157523,1.024390243902439,-0.17243723799254576,-0.19251663771301628,-0.18247693785278102
500,2880027802,3.201746031746032,403.42,2.99,3.59,3.0,1.380952380952381,174.0,1.0,4.0,1.0,126,-0.15615143055019517,1.8809096040679345,0.003661039145261296,1.4140168267228508,1.320325968392734,1.412455312417349,1.380952380952381,-0.3459250992123921,-0.3926070258727182,-0.3692660625425551
501,2880027803,3.1633070866141733,401.74,2.99,3.59,3.0,1.236220472440945,157.0,1.0,3.0,1.0,127,-0.09729560531706494,1.5439963502368321,0.002185622908690295,1.2530824903388078,1.194705127148569,1.2521095342856374,1.236220472440945,-0.24050497132955026,-0.2702950271267468,-0.25539999922814854
502,2880027804,3.178974358974359,123.98,2.99,3.59,3.0,1.205128205128205,47.0,1.0,3.0,1.0,39,-0.29764666539437307,2.151339322451138,0.031042903752787357,1.2613757929219624,1.0827877936853387,1.2583993262680186,1.2051282051282053,-0.7444442207690124,-0.8806104101433513,-0.8125273154561818
503,2880027805,3.203190476190476,672.67,2.99,3.59,3.0,1.6142857142857143,339.0,1.0,6.0,1.0,210,0.2289928297478563,0.8807780629214738,0.00411823895968689,1.565466623867564,1.702862321716278,1.5677565521650427,1.6142857142857143,0.4460083872865361,0.468954624055286,0.45748150567091106
504,2880027806,3.2250877192982457,183.83,2.99,3.59,3.0,1.105263157894737,63.0,1.0,3.0,1.0,57,0.08161944748781226,0.8420332801458856,0.004314170795784364,1.0860754281344442,1.1350470966271318,1.0868916226093224,1.105263157894737,0.23148956942186352,0.2482886881883311,0.23988912880509733
505,2880027807,3.1721311475409837,580.5,2.99,3.59,3.0,1.3278688524590163,243.0,1.0,5.0,1.0,183,-0.12523446348243242,1.7251289948172241,0.002387829739182927,1.3506779490047511,1.275537270915292,1.3494256043699269,1.3278688524590163,-0.2881081591514317,-0.3252861160065651,-0.3066971375789984
506,2880029031,3.1573134328358208,211.54,2.79,3.59,3.0,1.1940298507462686,80.0,1.0,3.0,1.0,67,-0.24893708584105895,1.9800022558032477,0.03062581253439343,1.2854677863066932,1.0863181176338461,1.2331909982800708,1.1940298507462686,-0.5970995303359949,-0.7365790513188895,-0.6668392908274422
507,2880029051,2.2257239819004524,983.77,1.79,2.59,2.0,2.3823529411764706,1053.0,1.0,9.0,2.0,442,-1.051295905720875,4.722247450613179,0.0416881100936067,2.8404277793728125,1.9993910547961127,2.619655639171429,2.3823529411764706,-0.8083269060227886,-1.1554191458714005,-0.9818730259470945
508,2880029100,3.15938202247191,562.37,2.79,3.59,3.0,1.6067415730337078,286.0,1.0,7.0,1.0,178,-0.5643710995987711,3.3898054791087686,0.029111311794489735,1.8152101112281973,1.3637132315491804,1.6966921803124553,1.6067415730337076,-0.9812117714572172,-1.2823477898932498,-1.1317797806752334
509,2880029161,2.1488425925925925,464.15,1.79,2.59,2.0,1.8981481481481481,410.0,1.0,27.0,1.0,216,-1.2228223858166138,4.52580097396658,0.02960052205530907,2.3369489033548407,1.3586909947015502,2.080156202333352,1.898148148148148,-1.137283239995845,-1.7792597518381295,-1.4582714959169873
510,2880029261,2.214703196347032,970.04,1.79,2.59,2.0,3.17351598173516,1390.0,1.0,15.0,2.0,438,-1.9187774173442111,7.423038461005887,0.06033930203390897,3.988426883959749,2.45340495008438,3.5854836263174645,3.173515981735159,-1.0729119458803857,-1.6384015524474589,-1.3556567491639222
511,2880029281,3.114111111111111,280.27,2.79,3.59,3.0,1.4222222222222223,128.0,1.0,4.0,1.0,90,-0.24871017765592426,2.196733349906954,0.010833803041526282,1.5028319542469255,1.3038638121221862,1.4506028169391814,1.422222222222222,-0.502012077300152,-0.6116390475073485,-0.5568255624037503
512,2880029292,3.20536,400.67,2.79,3.59,3.0,1.68,210.0,1.0,5.0,1.0,125,0.006758899726708066,1.658335293171999,4.872695151812917e-06,1.6771926234095145,1.682599743190881,1.6786119923521232,1.68,0.012070215090715567,0.013658823634864377,0.012864519362789973
513,2880029301,3.132463768115942,216.14,2.79,3.59,3.0,1.3478260869565217,93.0,1.0,3.0,1.0,69,0.22474618163925617,0.6438168159491474,0.011597124397395115,1.2708586627226721,1.4506556080340771,1.3180553608669159,1.3478260869565217,0.5082899413317934,0.5398813455870686,0.524085643459431
514,2880029390,3.2195,128.78,2.79,3.59,3.0,1.175,47.0,1.0,2.0,1.0,40,0.15997434152370688,0.6599626074644259,0.016994676800830163,1.106291020315568,1.2342704935345337,1.1398856320355466,1.1750000000000003,0.4214130493766348,0.4521473539517567,0.43678020166419573
515,2880029401,2.109175257731959,204.59,1.79,2.59,2.0,1.7422680412371134,169.0,1.0,14.0,1.0,97,0.09947007573713135,1.532468218607632,0.0002115564730487668,1.710519654177097,1.7900957147668022,1.7314083700818945,1.7422680412371134,0.11232988889356502,0.13232706229480803,0.12232847559418653
516,2880029410,3.2031192660550456,349.14,2.79,3.59,3.0,1.8440366972477065,201.0,1.0,7.0,1.0,109,-0.00968413591945891,1.875056139586421,4.782792106750872e-06,1.8480374003711306,1.8402900916355633,1.8460037318280442,1.8440366972477065,-0.015719668679302988,-0.017855498184381948,-0.016787583431842466
517,2880029445,3.1443558282208586,512.53,2.79,3.59,3.0,1.5276073619631902,249.0,1.0,5.0,1.0,163,-0.06639152943724608,1.7363659544936916,0.0005613342693536104,1.551133587363775,1.4980203638139782,1.5371913661819534,1.5276073619631902,-0.1279714552621085,-0.14777237113510772,-0.13787191319860811
518,2880029485,2.171728971962617,464.75,1.79,2.59,2.0,1.7476635514018692,374.0,1.0,8.0,1.0,214,-0.4390704513229089,2.7012055712725322,0.014355206599427956,1.9152694634045253,1.5640131023461983,1.8230646686267145,1.747663551401869,-0.47488668799219397,-0.631322048434517,-0.5531043682133555
519,2880029661,2.179464285714286,610.25,1.79,2.59,2.0,1.9714285714285715,552.0,1.0,12.0,1.0,280,-1.115496365088455,4.402613059982963,0.04717946950452517,2.405874566474629,1.5134774744038646,2.171620329806053,1.971428571428571,-1.011564162354033,-1.5266753261529122,-1.2691197442534725
520,2880029951,4.369026548672566,493.7,3.99,4.69,4.39,1.6194690265486726,183.0,1.0,5.0,1.0,113,-0.1895972301192178,2.447824358494317,0.0029086704295267366,1.691331410318638,1.5586133492351855,1.615492518270951,1.6194690265486726,-0.4786903681880972,-0.5404411019337242,-0.5095657350609106
521,2880030160,3.1610309278350517,306.62,2.79,3.59,3.0,1.2474226804123711,121.0,1.0,3.0,1.0,97,-0.27060632475868057,2.1028176422423366,0.024968999728326644,1.3478259961656178,1.1313409363586735,1.2909986679662948,1.2474226804123711,-0.6205134106956138,-0.7679921009526107,-0.6942527558241123
522,2880060140,3.28,295.2,2.99,3.59,3.29,1.2444444444444445,112.0,1.0,3.0,1.0,90,-0.014595876664841963,1.2923189199051262,5.6621935337747994e-05,1.2486772486772486,1.2399197226783436,1.244298485677796,1.2444444444444445,-0.036707452725249556,-0.040361905880968614,-0.03853467930310908
523,2898910019,8.5925,687.4,6.14,8.99,8.69,1.25,100.0,1.0,3.0,1.0,80,-0.011552012938254525,1.349260671171952,0.00018240020428822993,1.278331311731069,1.2454080748570437,1.2488736787385202,1.25,-0.06731318392616435,-0.08139481054556548,-0.07435399723586492
524,2898910064,4.857769028870079,1233.8733333330001,3.49,5.29,5.0,1.515748031496063,385.0,1.0,7.0,1.0,254,-0.6847601300956322,4.842154583679671,0.07464683921003232,2.452341729645914,1.2197734954737762,1.4183539332015096,1.5157480314960625,-1.440546900474422,-2.540205796913154,-1.990376348693788
525,2898910068,4.855714285714286,407.88,3.49,5.0,5.0,1.4880952380952381,125.0,1.0,6.0,1.0,84,-0.099568412573713,1.9715710014353103,0.001999272157214392,1.624077241553052,1.4737289385667451,1.4737289385667451,1.4880952380952381,-0.26700625645151904,-0.33132210680871854,-0.2991641816301188
526,2898910082,4.879431818181818,429.39,3.99,5.0,5.0,1.4659090909090908,129.0,1.0,5.0,1.0,88,-0.3416192999867448,3.1328171729694128,0.020647509388075552,1.769756166022301,1.4247206730356887,1.4247206730356887,1.4659090909090908,-0.936428477116624,-1.1675672284603678,-1.051997852788496
527,2898910084,4.869012345679012,394.39,3.99,5.0,5.0,1.3580246913580247,110.0,1.0,4.0,1.0,81,-0.4168475605523849,3.387660609953767,0.04553360888787085,1.724438843349751,1.3034228071918426,1.3034228071918426,1.358024691358025,-1.1980215316804554,-1.5457279257243073,-1.3718747287023814
528,2898910088,4.85212365591129,601.663333333,3.49,5.0,5.0,1.3064516129032258,162.0,1.0,5.0,1.0,124,-0.8509497698658245,5.435365121261462,0.23332941687664635,2.4655504244297344,1.1806162719323394,1.1806162719323394,1.3064516129032269,-1.8819523783208774,-3.3709021007449023,-2.62642723953289
529,2898910090,8.99,1078.8,8.99,8.99,8.99,1.2166666666666666,146.0,1.0,3.0,1.0,120,inf,0.0,0.0,inf,inf,inf,inf,,,
530,2898910092,4.862207792207792,374.39,3.99,5.0,5.0,1.1428571428571428,88.0,1.0,3.0,1.0,77,-0.2805034717662298,2.506723309020244,0.05272868453307747,1.3875144566729871,1.104205950189095,1.104205950189095,1.142857142857143,-0.9813084445665788,-1.2311107478713437,-1.1062095962189613
531,2898910094,4.841258191348624,527.697142857,3.347142857,5.0,5.0,1.4128440366972477,154.0,1.0,7.0,1.0,109,-0.686162632483969,4.734734501807598,0.08615740944770262,2.4380501477485645,1.3039213393877525,1.3039213393877525,1.4128440366972472,-1.459031214584766,-2.485567464519589,-1.9722993395521775
